Date,Time,"Total Board Power (TBP) [W]","Využití GPU [%]","Snímková frekvence (Presented) [FPS]","CPU Spotřeba energie jádra (SVI3 TFN) [W]","Celkové využití CPU [%]",
13.4.2025,23:9:2.375,45.173,17.0,106.5,47.770,43.1,
13.4.2025,23:9:2.876,44.644,16.0,106.0,48.951,45.3,
13.4.2025,23:9:3.377,45.049,17.0,105.2,47.722,45.6,
13.4.2025,23:9:3.877,44.243,16.0,105.3,48.066,44.6,
13.4.2025,23:9:4.382,44.834,17.0,105.3,46.938,42.9,
13.4.2025,23:9:4.898,45.001,16.0,104.6,48.312,43.9,
13.4.2025,23:9:5.398,45.168,17.0,105.2,47.317,43.1,
13.4.2025,23:9:5.888,44.750,16.0,106.5,48.526,43.6,
13.4.2025,23:9:6.390,44.855,17.0,106.8,47.708,43.5,
13.4.2025,23:9:6.909,45.221,16.0,105.9,47.118,43.3,
13.4.2025,23:9:7.412,44.845,17.0,105.8,47.281,43.2,
13.4.2025,23:9:7.914,44.814,16.0,105.8,48.153,43.8,
13.4.2025,23:9:8.418,44.612,17.0,105.8,47.523,43.6,
13.4.2025,23:9:8.933,44.570,15.0,105.9,47.189,44.0,
13.4.2025,23:9:9.432,44.752,24.0,106.0,47.234,43.4,
13.4.2025,23:9:9.928,44.712,16.0,105.6,48.055,43.7,
13.4.2025,23:9:10.426,44.975,15.0,105.6,47.257,42.9,
13.4.2025,23:9:10.924,45.203,17.0,105.8,48.530,43.4,
13.4.2025,23:9:11.426,45.521,17.0,105.6,47.827,43.2,
13.4.2025,23:9:11.930,44.622,17.0,105.9,47.882,43.7,
13.4.2025,23:9:12.432,44.605,15.0,105.8,47.520,43.1,
13.4.2025,23:9:12.918,44.605,15.0,105.9,48.324,43.4,
13.4.2025,23:9:13.419,45.218,17.0,105.9,47.329,43.2,
13.4.2025,23:9:13.921,45.272,16.0,106.0,47.672,43.0,
13.4.2025,23:9:14.433,44.768,17.0,106.4,47.255,43.5,
13.4.2025,23:9:14.918,44.950,14.0,105.2,46.840,42.9,
13.4.2025,23:9:15.420,45.689,17.0,105.6,46.636,43.0,
13.4.2025,23:9:15.932,45.017,18.0,105.8,47.635,44.4,
13.4.2025,23:9:16.432,44.852,17.0,105.6,48.929,45.1,
13.4.2025,23:9:16.932,45.149,18.0,105.9,47.372,44.2,
13.4.2025,23:9:17.418,44.762,17.0,106.4,48.294,43.4,
13.4.2025,23:9:17.920,45.683,18.0,106.3,47.788,43.5,
13.4.2025,23:9:18.418,44.528,17.0,106.1,48.054,43.3,
13.4.2025,23:9:18.934,44.847,19.0,105.6,48.068,43.7,
13.4.2025,23:9:19.420,45.412,17.0,106.3,47.591,43.5,
